user_id,movie_id,movie_title,rank,score
34KLD,1018,In Your Dreams,3,1.0
34KLD,62,Shrek Forever After,4,0.999
34KLD,1649,Puss in Boots: The Last Wish,5,0.978
34KLD,2021,Hotel Transylvania: Transformania,6,0.978
34KLD,673,Moana 2,7,0.978
34KLD,2658,The SpongeBob Movie: Search for SquarePants,8,0.978
34KLD,1791,Puss in Boots,9,0.978
34KLD,2295,Shrek,10,0.977
35antonio,827,Breakdown: 1975,1,1.0
35antonio,691,Stiller & Meara: Nothing Is Lost,2,1.0
35antonio,388,Enigma,3,1.0
35antonio,363,Videoheaven,4,1.0
35antonio,775,Don't Come Upstairs,5,1.0
35antonio,431,Hill,6,1.0
35antonio,609,Trainwreck: Mayor of Mayhem,7,1.0
35antonio,1345,A Want in Her,8,1.0
35antonio,1353,Titanic: The Digital Resurrection,9,1.0
35antonio,481,Dear Viv,10,1.0
43543875,1968,Cold Storage,1,1.0
43543875,2406,Relay,2,0.884
43543875,2337,Dust Bunny,3,0.871
43543875,2620,Hallow Road,4,0.801
43543875,2452,Everything's Going to Be Great,5,0.762
43543875,225,Sketch,6,0.73
43543875,281,Redux Redux,7,0.727
43543875,14,Together,8,0.698
43543875,136,Dangerous Animals,9,0.691
43543875,2582,Whistle,10,0.69
4EverFinalGirl,2593,We Bury the Dead,1,1.0
4EverFinalGirl,460,Sleepwalker,2,1.0
4EverFinalGirl,575,Savage Flowers,3,1.0
4EverFinalGirl,342,Savage Hunt,4,1.0
4EverFinalGirl,749,Stay,5,1.0
4EverFinalGirl,308,The Hand That Rocks the Cradle,6,1.0
4EverFinalGirl,2314,Saint Clare,7,1.0
4EverFinalGirl,1264,Savage Hunt,8,1.0
4EverFinalGirl,2430,Please Don't Feed the Children,9,1.0
4EverFinalGirl,644,Night of the Reaper,10,1.0
5alman,1022,Lookout,1,1.0
5alman,722,Lookout,2,1.0
5alman,1571,Signs,3,1.0
5alman,1420,The Purge,4,0.999
5alman,1942,A Quiet Place Part II,5,0.999
5alman,183,Subservience,6,0.999
5alman,2507,The A-Frame,7,0.999
5alman,2576,Site,8,0.999
5alman,2045,The Long Walk,9,0.999
5alman,277,Affection,10,0.999
5rJoud,1699,Alien,1,1.0
5rJoud,1593,The Shawshank Redemption,2,0.909
5rJoud,1660,Hacksaw Ridge,3,0.848
5rJoud,2257,Blade Runner,4,0.827
5rJoud,2035,Titanic,5,0.798
5rJoud,2144,Dune: Part Two,6,0.784
5rJoud,2555,Heat,7,0.776
5rJoud,1846,Guardians of the Galaxy Vol. 3,8,0.774
5rJoud,1896,Good Will Hunting,9,0.772
5rJoud,1528,Stand by Me,10,0.77
60secondsassassin,927,The Correction Unit,1,1.0
60secondsassassin,2214,War of the Worlds,2,1.0
60secondsassassin,655,The Correction Unit,3,1.0
60secondsassassin,1275,Until the Silence,4,1.0
60secondsassassin,1166,War of the Worlds,5,1.0
60secondsassassin,174,The Strange Dark,6,1.0
60secondsassassin,2598,Children of Men,7,1.0
60secondsassassin,1057,Greenland 2: Migration,8,0.998
60secondsassassin,281,Redux Redux,9,0.998
60secondsassassin,2117,Greenland 2: Migration,10,0.998
8ZN,98,In the Blink of an Eye,1,1.0
8ZN,1567,Ex Machina,2,1.0
8ZN,2330,Cloud Atlas,3,1.0
8ZN,2514,Nineteen Eighty-Four,4,0.997
8ZN,1844,A Quiet Place,5,0.983
8ZN,1164,De Grote Sinterklaasfilm en de verdwenen verlanglijstjes,6,0.974
8ZN,2258,The Shrouds,7,0.974
8ZN,923,The Shrouds,8,0.974
8ZN,149,Somnium,9,0.973
8ZN,903,Soul to Squeeze,10,0.973
99jaani,13,213 Bones,1,1.0
99jaani,2505,Pig Hill,2,1.0
99jaani,1157,Weapons,3,1.0
99jaani,1807,Final Destination Bloodlines,4,1.0
99jaani,220,Weapons,5,1.0
99jaani,965,213 Bones,6,1.0
99jaani,979,HIM,7,1.0
99jaani,2651,HIM,8,1.0
99jaani,2210,Shelby Oaks,9,1.0
99jaani,2292,Fear Street: Prom Queen,10,1.0
@tuhin_p,596,"Good Night, and Good Luck",1,1.0
@tuhin_p,598,Nuremberg,2,1.0
@tuhin_p,1550,The Egyptian,3,0.997
@tuhin_p,1818,12 Strong,4,0.993
@tuhin_p,2367,Saving Private Ryan,5,0.992
@tuhin_p,1737,Rain Man,6,0.991
@tuhin_p,1499,Dead Poets Society,7,0.991
@tuhin_p,2548,Scent of a Woman,8,0.991
@tuhin_p,1896,Good Will Hunting,9,0.991
@tuhin_p,1915,Boogie Nights,10,0.991
A Fan of Many Things,1383,Justice League,1,1.0
A Fan of Many Things,1610,Black Panther,2,1.0
A Fan of Many Things,1805,Bumblebee,3,1.0
A Fan of Many Things,1816,Rampage,4,1.0
A Fan of Many Things,1763,Alita: Battle Angel,5,1.0
A Fan of Many Things,1819,Spider-Man: Far From Home,6,1.0
A Fan of Many Things,1632,Captain Marvel,7,1.0
A Fan of Many Things,2673,Avengers: Age of Ultron,8,1.0
A Fan of Many Things,2230,Mad Max: Fury Road,9,1.0
A Fan of Many Things,80,The Amazing Spider-Man 2,10,1.0
ABSTRACTlegend,2672,Cheech & Chong's Last Movie,1,1.0
ABSTRACTlegend,1743,Grown Ups,2,0.995
ABSTRACTlegend,2405,That's My Boy,3,0.995
ABSTRACTlegend,272,Grown Ups 2,4,0.995
ABSTRACTlegend,2614,Norbit,5,0.995
ABSTRACTlegend,2334,Superbad,6,0.995
ABSTRACTlegend,1558,The Intern,7,0.995
ABSTRACTlegend,1553,The Wedding Ringer,8,0.995
ABSTRACTlegend,1793,The Polka King,9,0.995
ABSTRACTlegend,317,Christmas Vacation 2: Cousin Eddie's Island Adventure,10,0.995
AJGibbs,1383,Justice League,1,1.0
AJGibbs,1610,Black Panther,2,1.0
AJGibbs,1805,Bumblebee,3,1.0
AJGibbs,1816,Rampage,4,1.0
AJGibbs,1763,Alita: Battle Angel,5,1.0
AJGibbs,1819,Spider-Man: Far From Home,6,1.0
AJGibbs,1632,Captain Marvel,7,1.0
AJGibbs,2673,Avengers: Age of Ultron,8,1.0
AJGibbs,2230,Mad Max: Fury Road,9,1.0
AJGibbs,80,The Amazing Spider-Man 2,10,1.0
AP_CHIN,1217,Hannah Montana 20th Anniversary Special,1,1.0
AP_CHIN,2251,CODA,2,0.998
AP_CHIN,329,Song Sung Blue,3,0.998
AP_CHIN,957,Song Sung Blue,4,0.998
AP_CHIN,1576,9 Songs,5,0.998
AP_CHIN,2630,Kiss of the Spider Woman,6,0.997
AP_CHIN,951,Anything That Moves,7,0.991
AP_CHIN,516,Anything That Moves,8,0.991
AP_CHIN,999,Z-O-M-B-I-E-S 4: Dawn of the Vampires,9,0.99
AP_CHIN,28,Z-O-M-B-I-E-S 4: Dawn of the Vampires,10,0.99
ARGMAN,1967,Kraven the Hunter,1,0.721
ARGMAN,2381,The Beekeeper,2,0.71
ARGMAN,2265,Furiosa: A Mad Max Saga,3,0.699
ARGMAN,2227,Mufasa: The Lion King,4,0.695
ARGMAN,616,The Lord of the Rings: The Return of the King,5,0.69
ARGMAN,1746,Fast X,6,0.678
ARGMAN,572,The Lord of the Rings: The Two Towers,7,0.677
ARGMAN,629,Longlegs,8,0.674
ARGMAN,1456,Star Wars: The Last Jedi,9,0.654
ARGMAN,542,The Lord of the Rings: The Fellowship of the Ring,10,0.64
ATrain0,1579,Batman Begins,1,1.0
ATrain0,1772,Ocean's Eight,2,0.998
ATrain0,1875,Hot Fuzz,3,0.997
ATrain0,176,Blue Moon,4,0.995
ATrain0,1898,Green Book,5,0.994
ATrain0,1645,Gangs of New York,6,0.991
ATrain0,126,The Death and Life of Bobby Z,7,0.989
ATrain0,125,Dragon: The Bruce Lee Story,8,0.988
ATrain0,18,Roofman,9,0.987
ATrain0,677,Roofman,10,0.987
Aaaidan,387,Didn't Die,1,1.0
Aaaidan,2664,Kryptic,2,1.0
Aaaidan,974,Kryptic,3,1.0
Aaaidan,2511,Saltburn,4,1.0
Aaaidan,1837,Black Swan,5,0.999
Aaaidan,1881,The Catcher Was a Spy,6,0.992
Aaaidan,1590,Home Sweet Hell,7,0.985
Aaaidan,2356,Firebrand,8,0.985
Aaaidan,2288,The Impossible,9,0.984
Aaaidan,2193,Brothers,10,0.984
Aakash Kedia,1650,Spider-Man: Homecoming,1,1.0
Aakash Kedia,1610,Black Panther,2,1.0
Aakash Kedia,1805,Bumblebee,3,1.0
Aakash Kedia,1816,Rampage,4,1.0
Aakash Kedia,1763,Alita: Battle Angel,5,1.0
Aakash Kedia,1819,Spider-Man: Far From Home,6,1.0
Aakash Kedia,1632,Captain Marvel,7,1.0
Aakash Kedia,2673,Avengers: Age of Ultron,8,1.0
Aakash Kedia,2230,Mad Max: Fury Road,9,1.0
Aakash Kedia,80,The Amazing Spider-Man 2,10,1.0
Aazzle,1057,Greenland 2: Migration,1,1.0
Aazzle,826,The Hunger Games: Mockingjay - Part 1,2,0.999
Aazzle,1827,The Day After Tomorrow,3,0.999
Aazzle,2598,Children of Men,4,0.998
Aazzle,1834,Dune,5,0.998
Aazzle,174,The Strange Dark,6,0.998
Aazzle,2144,Dune: Part Two,7,0.998
Aazzle,2032,War of the Worlds,8,0.998
Aazzle,1166,War of the Worlds,9,0.998
Aazzle,2214,War of the Worlds,10,0.998
AblissMusic,2560,Kung Fu Panda,1,1.0
AblissMusic,805,Backyard Sports: The Animated Special,2,0.978
AblissMusic,807,GOAT,3,0.978
AblissMusic,172,GOAT,4,0.978
AblissMusic,1326,Backyard Sports: The Animated Special,5,0.978
AblissMusic,1091,Backyard Sports: The Animated Special,6,0.978
AblissMusic,744,Helluva Boss: Mission Zero,7,0.978
AblissMusic,373,Diary of a Wimpy Kid: The Last Straw,8,0.978
AblissMusic,212,Leo,9,0.977
AblissMusic,2522,Despicable Me 2,10,0.973
Acoucalancha,31,Sharp Corner,1,1.0
Acoucalancha,2406,Relay,2,0.976
Acoucalancha,644,Night of the Reaper,3,0.928
Acoucalancha,213,I Swear,4,0.925
Acoucalancha,261,Bone Lake,5,0.92
Acoucalancha,223,40 Acres,6,0.865
Acoucalancha,2189,The Home,7,0.857
Acoucalancha,595,Mother of Flies,8,0.855
Acoucalancha,227,Year 10,9,0.854
Acoucalancha,2348,Bambi: The Reckoning,10,0.848
AdamMorgan,232,"Sorry, Baby",1,0.664
AdamMorgan,213,I Swear,2,0.601
AdamMorgan,2323,People We Meet on Vacation,3,0.574
AdamMorgan,2450,Good Fortune,4,0.566
AdamMorgan,145,The Luckiest Man in America,5,0.561
AdamMorgan,2621,Eleanor the Great,6,0.56
AdamMorgan,2667,Springsteen: Deliver Me from Nowhere,7,0.553
AdamMorgan,397,In Search of Darkness: 1995-1999,8,0.546
AdamMorgan,2470,Tornado,9,0.541
AdamMorgan,661,Ozzy: No Escape from Now,10,0.535
Adishake,2434,The Pickup,1,1.0
Adishake,2325,The Naked Gun,2,1.0
Adishake,1153,The Naked Gun,3,1.0
Adishake,2167,California King,4,1.0
Adishake,2266,Freaky Tales,5,1.0
Adishake,1036,The Pickup,6,1.0
Adishake,1020,Freaky Tales,7,1.0
Adishake,1689,Baywatch,8,0.993
Adishake,1216,Mike & Nick & Nick & Alice,9,0.943
Adishake,2451,Mike & Nick & Nick & Alice,10,0.943
Admiral Toad,824,"""Wuthering Heights""",1,1.0
Admiral Toad,1222,Love Me Love Me,2,1.0
Admiral Toad,321,Reminders of Him,3,1.0
Admiral Toad,880,Two for Tee,4,1.0
Admiral Toad,217,Love Me Love Me,5,1.0
Admiral Toad,369,Materialists,6,1.0
Admiral Toad,1174,Materialists,7,1.0
Admiral Toad,2490,Materialists,8,1.0
Admiral Toad,207,The Map That Leads to You,9,1.0
Admiral Toad,1118,The Map That Leads to You,10,1.0
AdrianJC,402,Turbulence,1,0.979
AdrianJC,2633,Gladiator,2,0.969
AdrianJC,2229,Thor: The Dark World,3,0.969
AdrianJC,637,The Hobbit: The Battle of the Five Armies,4,0.969
AdrianJC,2110,Twister,5,0.969
AdrianJC,1501,Batman v Superman: Dawn of Justice,6,0.968
AdrianJC,2142,Warcraft,7,0.968
AdrianJC,1624,Wonder Woman,8,0.968
AdrianJC,1617,Kong: Skull Island,9,0.968
AdrianJC,1625,Aquaman,10,0.968
Adriano,1831,The Suicide Squad,1,0.854
Adriano,2090,The Northman,2,0.783
Adriano,1714,Top Gun: Maverick,3,0.737
Adriano,1981,Free Guy,4,0.683
Adriano,2650,Thunderbolts*,5,0.679
Adriano,1787,The Batman,6,0.678
Adriano,1927,Jurassic World Dominion,7,0.667
Adriano,1973,Everything Everywhere All at Once,8,0.662
Adriano,678,Predator: Badlands,9,0.645
Adriano,2234,Avatar: The Way of Water,10,0.638
Adson68,695,The Jester 2,1,1.0
Adson68,696,He Kills at Night,2,1.0
Adson68,233,Ed Kemper,3,1.0
Adson68,1199,Ed Kemper,4,1.0
Adson68,2080,Texas Chainsaw Massacre,5,0.991
Adson68,2225,A Quiet Place: Day One,6,0.991
Adson68,509,V/H/S/Beyond,7,0.991
Adson68,2516,The Substance,8,0.991
Adson68,286,28 Years Later,9,0.991
Adson68,336,V/H/S/Halloween,10,0.991
Advised,1028,How to Make a Killing,1,1.0
Advised,2445,Don't Tell Larry,2,1.0
Advised,31,Sharp Corner,3,1.0
Advised,350,Frontier Crucible,4,0.997
Advised,1011,The Well,5,0.997
Advised,1030,The Well,6,0.997
Advised,2600,The Well,7,0.997
Advised,878,Jailbroken,8,0.997
Advised,147,The Huntsman,9,0.997
Advised,2564,The Dutchman,10,0.997
Aerofly,1969,Ballerina,1,1.0
Aerofly,1246,Trap House,2,1.0
Aerofly,351,Diablo,3,1.0
Aerofly,1134,Play Dirty,4,1.0
Aerofly,1148,Play Dirty,5,1.0
Aerofly,958,Diablo,6,1.0
Aerofly,532,A Working Man,7,1.0
Aerofly,1160,Diablo,8,1.0
Aerofly,1756,Ballerina,9,1.0
Aerofly,160,Thieves Highway,10,1.0
Agent24,13,213 Bones,1,1.0
Agent24,2505,Pig Hill,2,1.0
Agent24,2210,Shelby Oaks,3,1.0
Agent24,1807,Final Destination Bloodlines,4,1.0
Agent24,1157,Weapons,5,1.0
Agent24,220,Weapons,6,1.0
Agent24,965,213 Bones,7,1.0
Agent24,979,HIM,8,1.0
Agent24,2651,HIM,9,1.0
Agent24,2292,Fear Street: Prom Queen,10,1.0
AgentPigleton,2212,Rambo,1,0.969
AgentPigleton,1937,The Hunt,2,0.968
AgentPigleton,2599,Land of Bad,3,0.967
AgentPigleton,654,Great White Waters,4,0.967
AgentPigleton,994,Great White Waters,5,0.967
AgentPigleton,2395,Pretty Lethal,6,0.967
AgentPigleton,969,Pretty Lethal,7,0.967
AgentPigleton,1249,Pretty Lethal,8,0.967
AgentPigleton,1356,Pretty Lethal,9,0.967
AgentPigleton,857,Prisoner of War,10,0.951
Ahmad,2234,Avatar: The Way of Water,1,1.0
Ahmad,1923,Black Panther: Wakanda Forever,2,1.0
Ahmad,1973,Everything Everywhere All at Once,3,1.0
Ahmad,1628,The Flash,4,1.0
Ahmad,2092,Ant-Man and the Wasp: Quantumania,5,1.0
Ahmad,2083,Spider-Man: No Way Home,6,1.0
Ahmad,2027,The Tomorrow War,7,1.0
Ahmad,2486,Venom: The Last Dance,8,1.0
Ahmad,2312,Godzilla x Kong: The New Empire,9,1.0
Ahmad,2265,Furiosa: A Mad Max Saga,10,1.0
Ahmetaslan27,1877,Once Upon a Time... in Hollywood,1,0.83
Ahmetaslan27,1885,Joker,2,0.809
Ahmetaslan27,341,The Prestige,3,0.581
Ahmetaslan27,1718,Casino Royale,4,0.57
Ahmetaslan27,1500,Kingsman: The Secret Service,5,0.563
Ahmetaslan27,360,Shutter Island,6,0.551
Ahmetaslan27,1417,Interstellar,7,0.541
Ahmetaslan27,1840,Trolls World Tour,8,0.54
Ahmetaslan27,1669,Frozen II,9,0.537
Ahmetaslan27,1541,Nightcrawler,10,0.536
Ajsjjpp,93,The Family Plan,1,1.0
Ajsjjpp,1557,Never a Dull Moment,2,0.987
Ajsjjpp,2533,Sonic the Hedgehog 3,3,0.967
Ajsjjpp,1859,Sonic the Hedgehog,4,0.967
Ajsjjpp,2428,Journey to the Center of the Earth,5,0.941
Ajsjjpp,312,The Family Plan 2,6,0.941
Ajsjjpp,2644,Trouble Man,7,0.941
Ajsjjpp,643,Cop & a Half,8,0.941
Ajsjjpp,1452,Big Hero 6,9,0.927
Ajsjjpp,2457,"Good Luck, Have Fun, Don't Die",10,0.921
Albert,2423,The Shadow,1,1.0
Albert,871,Lazarus: The Awakening,2,0.999
Albert,1913,The Green Mile,3,0.981
Albert,1994,Constantine,4,0.981
Albert,1403,Hellboy,5,0.981
Albert,2004,The Hobbit: The Desolation of Smaug,6,0.981
Albert,2448,Hancock,7,0.981
Albert,1608,Doctor Strange,8,0.981
Albert,1855,Jungle Cruise,9,0.98
Albert,2056,Thor: Love and Thunder,10,0.98
AleRuiz275,547,Yanuni,1,1.0
AleRuiz275,1286,Yanuni,2,1.0
AleRuiz275,353,Sweetness,3,0.997
AleRuiz275,46,Grizzly Night,4,0.997
AleRuiz275,703,Grizzly Night,5,0.997
AleRuiz275,1943,What We Left Behind: Looking Back at Star Trek: Deep Space Nine,6,0.996
AleRuiz275,1938,Why We’re Here: 15 Years of Rooster Teeth,7,0.996
AleRuiz275,380,Presence,8,0.996
AleRuiz275,119,The Ritual,9,0.996
AleRuiz275,278,Bleeding,10,0.996
Alef,1766,Sicario: Day of the Soldado,1,1.0
Alef,1683,The Fate of the Furious,2,1.0
Alef,1659,John Wick: Chapter 2,3,1.0
Alef,1595,Mechanic: Resurrection,4,1.0
Alef,2043,John Wick: Chapter 4,5,1.0
Alef,1746,Fast X,6,1.0
Alef,2499,The Equalizer 3,7,1.0
Alef,1584,Sicario,8,1.0
Alef,2381,The Beekeeper,9,1.0
Alef,1969,Ballerina,10,1.0
Alena/Manya,187,The Rip,1,1.0
Alena/Manya,1346,The Rip,2,1.0
Alena/Manya,1205,The Rip,3,1.0
Alena/Manya,168,One Battle After Another,4,1.0
Alena/Manya,2589,She Rides Shotgun,5,1.0
Alena/Manya,1006,She Rides Shotgun,6,1.0
Alena/Manya,1748,Bad Boys for Life,7,1.0
Alena/Manya,265,Odyssey,8,1.0
Alena/Manya,1809,Now You See Me: Now You Don't,9,1.0
Alena/Manya,1068,Now You See Me: Now You Don't,10,1.0
Aless Saulea,2658,The SpongeBob Movie: Search for SquarePants,1,1.0
Aless Saulea,1649,Puss in Boots: The Last Wish,2,1.0
Aless Saulea,2021,Hotel Transylvania: Transformania,3,1.0
Aless Saulea,1791,Puss in Boots,4,1.0
Aless Saulea,2295,Shrek,5,0.999
Aless Saulea,1018,In Your Dreams,6,0.983
Aless Saulea,1161,The SpongeBob Movie: Search for SquarePants,7,0.983
Aless Saulea,2278,The SpongeBob Movie: Search for SquarePants,8,0.983
Aless Saulea,2455,In Your Dreams,9,0.983
Aless Saulea,62,Shrek Forever After,10,0.982
Alexzilla,1041,Merv,1,1.0
Alexzilla,230,The Wrong Paris,2,1.0
Alexzilla,271,Splitsville,3,1.0
Alexzilla,1034,The Wrong Paris,4,1.0
Alexzilla,474,My Secret Santa,5,1.0
Alexzilla,2196,Things Like This,6,1.0
Alexzilla,1178,Tinsel Town,7,1.0
Alexzilla,1214,Tinsel Town,8,1.0
Alexzilla,762,The Christmas Writer,9,1.0
Alexzilla,59,Merv,10,1.0
AlfieSGD,1,The Lost Bus,1,0.83
AlfieSGD,329,Song Sung Blue,2,0.763
AlfieSGD,176,Blue Moon,3,0.713
AlfieSGD,58,Plainclothes,4,0.661
AlfieSGD,686,Marvel Studios' The Fantastic Four: First Steps - World Premiere,5,0.631
AlfieSGD,2255,Wicked: For Good,6,0.629
AlfieSGD,136,Dangerous Animals,7,0.625
AlfieSGD,514,Titanic: The Digital Resurrection,8,0.62
AlfieSGD,2524,If I Had Legs I'd Kick You,9,0.618
AlfieSGD,2036,The Smashing Machine,10,0.615
AliHawke,18,Roofman,1,1.0
AliHawke,145,The Luckiest Man in America,2,0.943
AliHawke,176,Blue Moon,3,0.904
AliHawke,2610,Neighborhood Watch,4,0.899
AliHawke,2281,The Threesome,5,0.899
AliHawke,271,Splitsville,6,0.895
AliHawke,88,Swiped,7,0.866
AliHawke,2632,American Sweatshop,8,0.865
AliHawke,2120,The Life of Chuck,9,0.858
AliHawke,2036,The Smashing Machine,10,0.85
All Things Movies and TV,1797,A Shaun the Sheep Movie: Farmageddon,1,0.984
All Things Movies and TV,1669,Frozen II,2,0.984
All Things Movies and TV,1931,Onward,3,0.984
All Things Movies and TV,1735,Space Jam: A New Legacy,4,0.984
All Things Movies and TV,1920,The Super Mario Bros. Movie,5,0.984
All Things Movies and TV,74,Elio,6,0.984
All Things Movies and TV,1952,A Grand Day Out,7,0.983
All Things Movies and TV,1840,Trolls World Tour,8,0.982
All Things Movies and TV,1361,Trolls,9,0.982
All Things Movies and TV,1521,Home,10,0.972
AlmaKarlin,827,Breakdown: 1975,1,1.0
AlmaKarlin,691,Stiller & Meara: Nothing Is Lost,2,1.0
AlmaKarlin,388,Enigma,3,1.0
AlmaKarlin,363,Videoheaven,4,1.0
AlmaKarlin,775,Don't Come Upstairs,5,1.0
AlmaKarlin,431,Hill,6,1.0
AlmaKarlin,609,Trainwreck: Mayor of Mayhem,7,1.0
AlmaKarlin,1345,A Want in Her,8,1.0
AlmaKarlin,1353,Titanic: The Digital Resurrection,9,1.0
AlmaKarlin,481,Dear Viv,10,1.0
Almacy,1063,Shell,1,1.0
Almacy,11,Dirty Boy,2,0.997
Almacy,1390,STRAW,3,0.997
Almacy,2414,Hurry Up Tomorrow,4,0.997
Almacy,1317,Hurry Up Tomorrow,5,0.997
Almacy,1340,Hurry Up Tomorrow,6,0.997
Almacy,2406,Relay,7,0.997
Almacy,1022,Lookout,8,0.997
Almacy,1261,The Man in My Basement,9,0.997
Almacy,2243,The Man in My Basement,10,0.997
Almando,15,A Big Bold Beautiful Journey,1,1.0
Almando,636,About Time,2,1.0
Almando,1905,The Curious Case of Benjamin Button,3,1.0
Almando,606,What Dreams May Come,4,0.999
Almando,2449,Twilight,5,0.989
Almando,1427,Edward Scissorhands,6,0.987
Almando,2019,Our Friend,7,0.97
Almando,1960,10 Things We Should Do Before We Break Up,8,0.97
Almando,1682,Fifty Shades Freed,9,0.97
Almando,1606,The Secret Scripture,10,0.97
AlphaonTrakt,1852,The Long Walk,1,0.807
AlphaonTrakt,223,40 Acres,2,0.806
AlphaonTrakt,2323,People We Meet on Vacation,3,0.786
AlphaonTrakt,31,Sharp Corner,4,0.78
AlphaonTrakt,191,My Oxford Year,5,0.78
AlphaonTrakt,1822,Not Without Hope,6,0.774
AlphaonTrakt,2489,The Senior,7,0.77
AlphaonTrakt,2406,Relay,8,0.768
AlphaonTrakt,455,This Is Not a Test,9,0.755
AlphaonTrakt,489,I Can Only Imagine 2,10,0.753
AltarOfSins,827,Breakdown: 1975,1,1.0
AltarOfSins,691,Stiller & Meara: Nothing Is Lost,2,1.0
AltarOfSins,388,Enigma,3,1.0
AltarOfSins,363,Videoheaven,4,1.0
AltarOfSins,775,Don't Come Upstairs,5,1.0
AltarOfSins,431,Hill,6,1.0
AltarOfSins,609,Trainwreck: Mayor of Mayhem,7,1.0
AltarOfSins,1345,A Want in Her,8,1.0
AltarOfSins,1353,Titanic: The Digital Resurrection,9,1.0
AltarOfSins,704,Nevermore: The Raven Effect,10,1.0
Alunauwie,1797,A Shaun the Sheep Movie: Farmageddon,1,0.596
