user_idx,movie_idx,rating,user_id,movie_title,year_scaled,genre_count_scaled,primary_genre_encoded,genre_count,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_game_show,genre_history,genre_holiday,genre_horror,genre_music,genre_musical,genre_mystery,genre_romance,genre_science_fiction,genre_superhero,genre_suspense,genre_thriller,genre_tv_movie,genre_war,genre_western
679,1901,7.0,Per Gunnar Jonsson,Dredd,0.8585858585858581,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,654,2.0,KornManiak23,Great White Waters,0.9898989898989896,0.3333333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
61,2014,8.0,Andre Gonzales,Pirates of the Caribbean: Dead Man's Chest,0.7979797979797958,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,61,8.0,Percy,How to Train Your Dragon,0.8383838383838373,0.5,8,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,1257,6.0,syn_user_01139,Speed Faster,1.0,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,2359,7.0,Kamurai,Raiders of the Lost Ark,0.5454545454545432,0.1666666666666666,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,1625,8.0,Per Gunnar Jonsson,Aquaman,0.9191919191919168,0.3333333333333333,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,2080,1.0,tmdb28039023,Texas Chainsaw Massacre,0.9595959595959584,0.5,11,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
318,2109,5.0,EvilWithaSmile,Pretty Boy,0.949494949494948,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1440,2498,3.0,jsfernandes1,Honey Don't!,0.9898989898989896,0.5,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2251,2087,5.0,syn_user_00415,KPop Demon Hunters,0.9898989898989896,0.6666666666666666,2,5,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
170,1984,8.0,Chandler Danier,Lilo & Stitch,0.9898989898989896,0.3333333333333333,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1711,1780,9.0,r96sk,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.7878787878787854,0.3333333333333333,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,772,6.0,syn_user_01073,Terror Tales: Poetry & Death Volume 1,0.9898989898989896,0.1666666666666666,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
968,1711,4.0,Wuchak,Return to Sleepaway Camp,0.8181818181818166,0.1666666666666666,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,1403,8.0,Gimly,Hellboy,0.7777777777777786,0.1666666666666666,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,2538,2.0,hanhonymous,The Wrecking Crew,1.0,0.5,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1711,1478,5.0,r96sk,Annie,0.8787878787878789,0.3333333333333333,3,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,714,10.0,jarvis-12624906,Sharon & Ozzy Osbourne: Coming Home,0.9898989898989896,0.1666666666666666,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1399,2314,3.0,jarvis-5251579,Saint Clare,0.9898989898989896,0.1666666666666666,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
360,588,4.0,GodJester,undertone,1.0,0.1666666666666666,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
354,1959,6.0,Gimly,Terminator Salvation,0.828282828282827,0.3333333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11,1815,3.0,4EverFinalGirl,"Silent Night, Deadly Night III: Better Watch Out!",0.6262626262626263,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
759,2263,8.0,SKIPADIP,Tin Soldier,0.9898989898989896,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453,2230,9.0,John Chard,Mad Max: Fury Road,0.8888888888888893,0.3333333333333333,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2492,1822,5.0,syn_user_00656,Not Without Hope,0.9898989898989896,0.1666666666666666,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1413,829,7.0,jessol,Murder in Monaco,0.9898989898989896,0.1666666666666666,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,1718,10.0,tmdb93836550,Casino Royale,0.7979797979797958,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586,2590,4.0,Mindless_City23,Black Phone 2,0.9898989898989896,0.1666666666666666,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1294,205,6.0,great_vc,Ricky Gervais: Mortality,0.9898989898989896,0.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2453,8.0,Jasmohan,Iron Lung,1.0,0.3333333333333333,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
600,2107,6.0,MovieGuys,Kingdom of the Planet of the Apes,0.9797979797979792,0.3333333333333333,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,1453,7.0,Andres Gomez,Mission: Impossible - Rogue Nation,0.8888888888888893,0.1666666666666666,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,2357,9.0,psyllogism,One Battle After Another,0.9898989898989896,0.3333333333333333,19,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,1684,7.0,Alunauwie,Mulan,0.9393939393939376,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,2137,9.0,iamyenz,Django Unchained,0.8585858585858581,0.1666666666666666,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,1670,6.0,Luis_989,Little Women,0.9292929292929272,0.3333333333333333,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1158,2194,8.0,daniel_carr,The Sixth Sense,0.7272727272727266,0.3333333333333333,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
545,2485,8.0,Manuel São Bento,F1,0.9898989898989896,0.1666666666666666,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,2213,6.0,zxki,Play Dirty,0.9898989898989896,0.3333333333333333,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1125,774,4.0,chewy74,Match,0.9898989898989896,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,2340,6.0,CinemaSerf,Blink Twice,0.9797979797979792,0.1666666666666666,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
968,1630,6.0,Wuchak,Avengers: Endgame,0.9292929292929272,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1711,1467,7.0,r96sk,Star Wars: Episode I - The Phantom Menace,0.7272727272727266,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1711,2609,7.0,r96sk,Descendants: The Rise of Red,0.9797979797979792,0.5,8,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2288,7.0,CinemaSerf,The Impossible,0.8585858585858581,0.3333333333333333,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3396,1834,8.0,tmdb51616167,Dune,0.949494949494948,0.1666666666666666,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,1704,5.0,Andre Gonzales,Jurassic World: Fallen Kingdom,0.9191919191919168,0.5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
280,1547,7.0,Dr_Nostromo,X-Men: Apocalypse,0.8989898989898997,0.5,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,394,8.0,AlfieSGD,2000 Meters to Andriivka,0.9898989898989896,0.1666666666666666,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,1771,7.0,CinemaSerf,Wicked,0.9797979797979792,0.3333333333333333,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,2310,8.0,r96sk,Elio,0.9898989898989896,0.6666666666666666,2,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,1409,8.0,Andres Gomez,Her,0.8686868686868685,0.3333333333333333,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1328,12,7.0,heyflp,Train Dreams,0.9898989898989896,0.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,522,1.0,Brent Marchant,Novocaine,0.9898989898989896,0.3333333333333333,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,1828,3.0,Chris Sawin,Black Adam,0.9595959595959584,0.3333333333333333,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
545,1680,4.0,Manuel São Bento,Venom,0.9191919191919168,0.1666666666666666,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,1674,1.0,GenerationofSwine,Magnolia,0.7272727272727266,0.0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,290,5.0,okay0,The Mastermind,0.9898989898989896,0.1666666666666666,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,1750,8.0,The Movie Mob,Inside Man,0.7979797979797958,0.3333333333333333,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1437,31,6.0,joy.perry,Sharp Corner,0.9898989898989896,0.1666666666666666,19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,2082,3.0,Chandler Danier,Madame Web,0.9797979797979792,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,2223,10.0,misubisu,Monty Python and the Holy Grail,0.4848484848484844,0.3333333333333333,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1443,6.0,Gimly,The Incredible Hulk,0.8181818181818166,0.3333333333333333,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1002,1575,10.0,ahmedaiman99,Zootopia,0.8989898989898997,0.5,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,708,4.0,natebjones,All the Empty Rooms,0.9898989898989896,0.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,269,7.0,CinemaSerf,The Thing,0.5555555555555536,0.3333333333333333,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
898,176,7.0,Tomizuka0829,Blue Moon,0.9898989898989896,0.3333333333333333,6,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,1646,7.0,Reno,La La Land,0.8989898989898997,0.3333333333333333,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3473,145,7.0,xxxGONZOxxx,The Luckiest Man in America,0.9898989898989896,0.5,9,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2254,3.0,Manuel São Bento,The Electric State,0.9898989898989896,0.3333333333333333,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862,2052,7.0,Tejas Nair,Nobody,0.949494949494948,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1013,164,2.0,alex1798,Gunslingers,0.9898989898989896,0.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2648,589,6.0,syn_user_00812,The Toughest Footrace on Earth,0.9898989898989896,0.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,887,7.0,CallMeCo,Hannah Montana 20th Anniversary Special,1.0,0.3333333333333333,7,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1957,937,6.0,syn_user_00121,Bambi: The Reckoning,0.9898989898989896,0.1666666666666666,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
183,368,6.0,CinemaSerf,The Count of Monte Cristo,0.7575757575757578,0.6666666666666666,1,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
452,2065,10.0,John,Monsters University,0.8686868686868685,0.1666666666666666,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,693,2.0,syn_user_00110,Fuck My Son!,0.9898989898989896,0.1666666666666666,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3370,21,6.0,timelordx,Icefall,0.9898989898989896,0.3333333333333333,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,843,6.0,Gimly,Mama,0.8686868686868685,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,1579,7.0,CinemaSerf,Batman Begins,0.7878787878787854,0.3333333333333333,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2521,1.0,Adson68,Scream VI,0.9696969696969688,0.3333333333333333,11,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
453,2219,8.0,John Chard,Jack Reacher,0.8585858585858581,0.5,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
645,848,6.0,NxSxS,Kidnapped: Elizabeth Smart,1.0,0.1666666666666666,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,2585,5.0,alex1798,The Unholy Trinity,0.9898989898989896,0.3333333333333333,22,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
843,1714,10.0,T,Top Gun: Maverick,0.9595959595959584,0.1666666666666666,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1509,10.0,GenerationofSwine,Fifty Shades of Grey,0.8888888888888893,0.3333333333333333,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
968,1668,7.0,Wuchak,Unforgiven,0.6565656565656575,0.0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,1621,7.0,Dr_Nostromo,Terminator 3: Rise of the Machines,0.7676767676767682,0.3333333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1711,2671,7.0,r96sk,Chicken Little,0.7878787878787854,0.3333333333333333,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1969,8.0,Dr_Nostromo,Ballerina,0.9898989898989896,0.3333333333333333,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,2190,2.0,Bradym03,The Twits,0.9898989898989896,0.5,8,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,386,2.0,syn_user_00561,Predators,0.9898989898989896,0.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,347,5.0,MovieGuys,Cleaner,0.9898989898989896,0.1666666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
968,2161,7.0,Wuchak,A View to a Kill,0.5858585858585847,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,1512,7.0,CinemaSerf,Pirates of the Caribbean: The Curse of the Black Pearl,0.7676767676767682,0.3333333333333333,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,254,4.0,syn_user_00731,Paul Anka: His Way,0.9797979797979792,0.1666666666666666,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2906,2357,3.0,syn_user_01070,One Battle After Another,0.9898989898989896,0.3333333333333333,19,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1567,213,8.0,miguelreina,I Swear,0.9898989898989896,0.1666666666666666,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1792,9.0,Filipe Manuel Neto,Get Out,0.9090909090909064,0.3333333333333333,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
193,551,8.0,Copeland1994,WWE Evolution 2025,0.9898989898989896,0.1666666666666666,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2399,7.0,CinemaSerf,Oppenheimer,0.9696969696969688,0.1666666666666666,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,668,6.0,Arkam_,Saturday Night's Main Event XL,0.9898989898989896,0.1666666666666666,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2079,4.0,Manuel São Bento,Old,0.949494949494948,0.3333333333333333,19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
183,196,7.0,CinemaSerf,WALL·E,0.8181818181818166,0.3333333333333333,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1158,91,7.0,daniel_carr,Ant-Man,0.8888888888888893,0.3333333333333333,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
61,86,7.0,Andre Gonzales,Maleficent,0.8787878787878789,0.6666666666666666,8,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,515,6.0,CinemaSerf,Whistle,1.0,0.1666666666666666,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
